Animal,open_dt
bird,2017-05-16 07:13:00
cat,2017-05-16 13:12:00
dog,2017-05-16 16:18:00
squirrel,2017-05-17 14:30:00
squirrel,2017-05-17 15:23:00
skunk,2017-05-18 03:03:00
bird,2017-05-18 07:15:00
bird,2017-05-18 07:24:00
bird,2017-05-18 07:34:00
skunk,2017-05-18 09:13:00
cat,2017-05-18 10:54:00
raccoon,2017-05-18 12:29:00
dog,2017-05-18 13:03:00
dog,2017-05-18 15:33:00
dog,2017-05-19 12:03:00
dog,2017-05-19 13:46:00
dog,2017-05-20 04:28:00
dog,2017-05-20 04:37:00
cat,2017-05-20 05:58:00
bird,2017-05-20 12:13:00
dog,2017-05-20 12:50:00
dog,2017-05-20 13:20:00
bird,2017-05-21 06:32:00
dog,2017-05-21 06:40:00
squirrel,2017-05-21 11:54:00
bird,2017-05-21 13:43:00
bird,2017-05-21 15:23:00
dog,2017-05-21 15:43:00
dog,2017-05-23 10:34:00
dog,2017-05-23 13:18:00
bird,2017-05-23 14:07:00
bat,2017-05-23 15:03:00
bat,2017-05-24 03:02:00
dog,2017-05-24 09:28:00
dog,2017-05-24 15:18:00
dog,2017-05-26 03:18:00
dog,2017-05-27 11:44:00
dog,2017-05-28 14:08:00
bird,2017-05-29 12:53:00
cat,2017-05-30 14:59:00
dog,2017-05-30 15:12:00
dog,2017-05-31 09:14:00
dog,2017-05-31 09:19:00
dog,2017-06-01 11:13:00
dog,2017-06-01 11:18:00
dog,2017-06-05 18:59:00
cat,2017-06-06 05:58:00
dog,2017-06-06 07:10:00
fly,2017-06-08 12:26:00
dog,2017-06-08 12:30:00
dog,2017-06-08 13:16:00
pigeon,2017-06-09 06:02:00
dog,2017-06-09 07:35:00
dog,2017-06-09 09:33:00
dog,2017-06-10 15:09:00
dog,2017-06-10 19:22:00
dog,2017-06-11 05:17:00
dog,2017-06-11 07:17:00
dog,2017-06-11 12:07:00
dog,2017-06-11 13:24:00
dog,2017-06-11 14:21:00
dog,2017-06-12 13:02:00
squirrel,2017-06-14 17:40:00
dog,2017-06-14 19:02:00
bird,2017-06-15 13:44:00
dog,2017-06-16 03:45:00
cat,2017-06-21 03:10:00
bird,2017-06-21 13:47:00
bat,2017-06-21 14:53:00
squirrel,2017-06-21 15:25:00
bat,2017-06-21 17:21:00
bat,2017-06-21 18:17:00
dog,2017-06-21 18:46:00
bat,2017-06-21 19:08:00
dog,2017-06-22 17:02:00
bat,2017-06-22 17:53:00
dog,2017-06-22 17:56:00
dog,2017-06-23 13:17:00
bird,2017-06-23 13:23:00
dog,2017-06-23 16:17:00
skunk,2017-06-24 08:19:00
dog,2017-06-24 09:55:00
dog,2017-06-24 10:58:00
dog,2017-06-24 13:10:00
dog,2017-06-25 04:41:00
dog,2017-06-26 08:56:00
dog,2017-06-27 14:25:00
bird,2017-06-27 15:47:00
dog,2017-06-28 17:15:00
skunk,2017-06-29 12:45:00
dog,2017-06-30 02:47:00
dog,2017-06-30 07:01:21
bird,2017-06-30 09:52:00
dog,2017-07-01 09:58:00
cat,2017-07-01 16:59:00
dog,2017-07-02 05:18:00
dog,2017-07-02 06:43:00
bird,2017-07-02 06:43:00
dog,2017-07-02 06:54:00
snake,2017-07-02 10:33:00
dog,2017-07-02 14:21:00
bird,2017-07-02 15:39:00
dog,2017-07-03 02:29:00
bat,2017-07-03 19:27:00
dog,2017-07-04 07:40:00
bird,2017-07-04 11:15:00
rabbit,2017-07-04 13:16:00
bird,2017-07-04 16:40:00
cat,2017-07-05 13:58:00
dog,2017-07-05 16:50:00
cat,2017-07-06 15:51:00
dog,2017-07-07 03:57:00
fly,2017-07-07 05:22:00
bird,2017-07-08 07:12:00
dog,2017-07-08 07:52:00
bird,2017-07-09 09:51:00
dog,2017-07-09 12:59:00
bird,2017-07-10 03:59:00
duck,2017-07-10 11:21:00
dog,2017-07-10 13:11:00
dog,2017-07-10 14:24:12
dog,2017-07-10 16:45:00
dog,2017-07-11 13:49:00
dog,2017-07-12 10:27:00
dog,2017-07-13 18:57:00
bird,2017-07-14 12:10:00
rodent,2017-07-14 12:36:00
dog,2017-07-14 13:09:00
dog,2017-07-15 06:04:00
dog,2017-07-15 06:56:00
dog,2017-07-15 11:24:00
cat,2017-07-15 15:42:00
dog,2017-07-16 06:54:00
cat,2017-07-16 07:09:00
dog,2017-07-16 11:57:00
dog,2017-07-16 18:54:00
dog,2017-07-16 19:14:00
goose,2017-07-17 13:03:00
dog,2017-07-17 15:51:00
goose,2017-07-17 18:29:00
dog,2017-07-17 23:40:00
dog,2017-07-19 12:17:00
dog,2017-07-20 13:02:00
dog,2017-07-20 15:58:00
bird,2017-07-20 16:45:00
bat,2017-07-20 16:48:00
dog,2017-07-21 13:33:00
dog,2017-07-21 14:02:00
bird,2017-07-22 10:41:00
fly,2017-07-22 11:28:00
swan,2017-07-22 12:20:00
skunk,2017-07-22 13:25:00
dog,2017-07-22 16:48:00
dog,2017-07-22 18:26:00
bat,2017-07-22 19:32:00
dog,2017-07-24 03:55:00
dog,2017-07-25 13:26:00
rabbit,2017-07-25 13:43:00
dog,2017-07-26 21:09:00
bird,2017-07-28 14:01:00
cat,2017-07-28 14:38:00
dog,2017-07-28 16:48:00
cat,2017-07-29 02:24:00
squirrel,2017-07-29 06:07:00
dog,2017-07-29 10:16:00
dog,2017-07-29 20:56:00
dog,2017-07-31 05:23:00
cat,2017-07-31 08:46:00
rabbit,2017-07-31 14:28:00
dog,2017-07-31 16:49:00
cat,2017-07-31 17:14:50
rabbit,2017-07-31 18:40:00
bat,2017-08-01 21:58:00
cat,2017-08-02 05:37:00
bat,2017-08-02 15:06:00
cat,2017-08-03 12:53:00
hawk,2017-08-03 12:55:00
goose,2017-08-03 14:51:00
bird,2017-08-03 16:05:00
dog,2017-08-04 14:43:00
dog,2017-08-04 19:35:00
bat,2017-08-05 00:27:00
squirrel,2017-08-05 05:08:00
rabbit,2017-08-05 05:28:00
skunk,2017-08-05 06:09:00
dog,2017-08-05 06:42:00
squirrel,2017-08-05 07:11:00
cat,2017-08-05 10:32:00
bat,2017-08-05 11:26:00
bat,2017-08-05 16:57:00
bat,2017-08-05 17:17:00
dog,2017-08-05 19:11:00
bat,2017-08-05 20:47:00
bat,2017-08-06 02:42:00
bird,2017-08-06 05:52:00
bird,2017-08-06 06:49:00
dog,2017-08-06 11:00:42
hawk,2017-08-06 11:39:00
dog,2017-08-06 11:59:00
dog,2017-08-06 14:26:00
goose,2017-08-06 15:57:00
dog,2017-08-07 04:13:00
dog,2017-08-07 04:32:00
raccoon,2017-08-07 14:10:00
skunk,2017-08-07 14:31:00
bird,2017-08-07 14:45:00
dog,2017-08-07 15:23:00
bat,2017-08-07 18:16:00
bat,2017-08-08 12:55:00
dog,2017-08-08 13:16:00
dog,2017-08-08 14:08:00
cat,2017-08-08 15:54:00
skunk,2017-08-08 16:48:00
bat,2017-08-08 21:10:00
dog,2017-08-10 12:47:00
bat,2017-08-10 12:47:00
snake,2017-08-10 19:02:00
dog,2017-08-10 19:22:00
bat,2017-08-10 20:58:00
dog,2017-08-10 21:12:00
goose,2017-08-11 12:46:00
bird,2017-08-11 14:23:00
bird,2017-08-11 14:55:00
dog,2017-08-12 07:44:00
dog,2017-08-12 09:10:00
dog,2017-08-12 10:37:00
dog,2017-08-12 10:45:00
skunk,2017-08-12 11:15:00
raccoon,2017-08-12 12:31:00
dog,2017-08-12 12:51:00
bat,2017-08-12 19:57:00
cat,2017-08-13 03:59:00
cat,2017-08-13 06:58:00
dog,2017-08-13 07:10:00
dog,2017-08-13 09:58:00
cat,2017-08-13 10:06:00
dog,2017-08-13 10:50:00
dog,2017-08-13 12:22:00
bat,2017-08-13 20:17:00
bat,2017-08-13 22:25:00
bat,2017-08-13 23:00:00
bat,2017-08-14 21:16:00
cat,2017-08-15 15:08:00
dog,2017-08-15 17:43:00
dog,2017-08-16 16:44:00
bat,2017-08-16 19:15:00
bat,2017-08-16 23:31:00
bat,2017-08-16 23:36:00
dog,2017-08-17 03:22:00
bird,2017-08-18 14:12:00
fly,2017-08-18 20:06:00
cat,2017-08-19 04:30:00
raccoon,2017-08-19 05:00:00
fish,2017-08-19 05:25:00
bird,2017-08-19 13:52:00
bat,2017-08-20 03:49:00
dog,2017-08-20 06:11:00
bird,2017-08-21 03:16:00
dog,2017-08-21 03:49:00
goose,2017-08-21 09:37:00
dog,2017-08-21 14:35:00
cat,2017-08-22 12:59:00
bird,2017-08-22 13:08:00
rabbit,2017-08-22 15:12:00
dog,2017-08-23 07:25:00
fly,2017-08-23 13:28:00
cat,2017-08-23 13:50:00
cat,2017-08-23 14:26:00
dog,2017-08-23 19:01:00
dog,2017-08-24 08:23:00
dog,2017-08-25 06:48:00
dog,2017-08-25 16:22:00
dog,2017-08-26 09:05:00
dog,2017-08-26 11:39:00
bird,2017-08-26 15:53:09
dog,2017-08-26 15:54:00
dog,2017-08-26 20:00:00
squirrel,2017-08-27 14:51:00
dog,2017-08-27 15:00:00
goose,2017-08-28 13:10:00
dog,2017-08-28 13:17:00
dog,2017-08-29 02:02:00
cat,2017-08-29 09:38:00
dog,2017-08-29 13:31:00
dog,2017-08-29 15:31:00
cat,2017-08-30 13:50:00
dog,2017-08-30 15:55:00
cat,2017-08-31 05:45:00
cat,2017-08-31 15:31:00
bird,2017-09-02 06:30:00
dog,2017-09-02 13:14:00
dog,2017-09-03 10:09:00
bird,2017-09-04 06:36:00
dog,2017-09-04 16:29:00
dog,2017-09-04 17:13:00
dog,2017-09-05 12:28:00
skunk,2017-09-05 14:34:00
bird,2017-09-05 14:37:00
bird,2017-09-05 14:37:00
bird,2017-09-05 15:42:00
skunk,2017-09-07 03:19:00
dog,2017-09-07 05:44:00
snake,2017-09-07 12:47:00
raccoon,2017-09-07 13:18:00
raccoon,2017-09-07 15:21:00
dog,2017-09-08 04:52:00
bird,2017-09-08 08:55:00
dog,2017-09-08 12:47:00
dog,2017-09-08 12:51:00
bird,2017-09-08 14:58:00
dog,2017-09-08 17:50:00
dog,2017-09-09 02:50:00
bird,2017-09-09 04:35:00
bird,2017-09-09 05:57:00
cat,2017-09-09 10:06:00
dog,2017-09-09 11:09:00
dog,2017-09-09 12:12:00
dog,2017-09-09 15:07:00
rabbit,2017-09-10 06:31:00
dog,2017-09-10 06:35:00
dog,2017-09-10 10:12:00
dog,2017-09-10 10:44:00
hawk,2017-09-10 11:23:00
raccoon,2017-09-13 02:18:00
goose,2017-09-14 12:35:00
dog,2017-09-14 13:31:00
skunk,2017-09-14 14:25:00
dog,2017-09-14 17:11:00
dog,2017-09-15 03:47:00
dog,2017-09-15 13:17:00
dog,2017-09-15 14:50:00
bird,2017-09-16 04:31:00
bird,2017-09-16 05:54:00
rabbit,2017-09-16 17:31:00
dog,2017-09-17 03:03:00
dog,2017-09-17 04:39:00
dog,2017-09-17 10:12:00
pigeon,2017-09-18 12:16:00
cat,2017-09-19 04:19:00
squirrel,2017-09-19 04:51:00
dog,2017-09-19 06:28:00
dog,2017-09-20 13:17:00
cat,2017-09-20 20:08:00
cat,2017-09-21 06:11:00
snake,2017-09-21 07:25:00
bird,2017-09-22 12:41:00
bird,2017-09-25 13:02:00
skunk,2017-09-26 13:41:00
dog,2017-09-26 18:49:00
bird,2017-09-28 13:11:00
dog,2017-09-28 14:10:00
dog,2017-09-28 17:32:00
goose,2017-09-29 03:15:00
dog,2017-09-29 14:54:00
dog,2017-09-30 04:17:00
dog,2017-09-30 08:47:00
dog,2017-09-30 10:54:00
dog,2017-09-30 12:35:00
dog,2017-09-30 13:30:00
dog,2017-09-30 15:08:00
dog,2017-10-01 09:59:00
squirrel,2017-10-01 10:34:00
dog,2017-10-01 10:50:00
dog,2017-10-02 16:52:00
dog,2017-10-03 12:39:00
dog,2017-10-04 13:13:00
bird,2017-10-06 08:55:00
dog,2017-10-06 13:03:00
cat,2017-10-07 05:02:35
dog,2017-10-07 07:58:00
bat,2017-10-07 22:13:00
dog,2017-10-08 02:42:00
dog,2017-10-08 06:27:00
dog,2017-10-08 09:18:00
dog,2017-10-08 14:36:00
dog,2017-10-08 21:04:00
raccoon,2017-10-09 04:02:00
dog,2017-10-10 12:15:00
dog,2017-10-10 17:31:00
cat,2017-10-10 18:28:00
squirrel,2017-10-11 12:07:00
bird,2017-10-12 13:27:00
cat,2017-10-12 13:55:00
goose,2017-10-13 12:50:00
bird,2017-10-13 13:02:00
bird,2017-10-14 09:46:00
dog,2017-10-14 12:08:00
dog,2017-10-15 03:44:00
hawk,2017-10-15 07:46:00
dog,2017-10-15 09:12:00
cat,2017-10-15 13:56:00
goose,2017-10-18 13:45:00
dog,2017-10-19 14:19:00
cat,2017-10-20 03:55:00
dog,2017-10-20 09:44:00
bird,2017-10-21 07:42:00
cat,2017-10-21 07:49:00
opossum,2017-10-22 13:49:00
dog,2017-10-22 14:07:00
bird,2017-10-22 14:29:00
snake,2017-10-22 18:15:00
cat,2017-10-22 22:30:00
dog,2017-10-24 17:13:00
dog,2017-10-25 07:12:00
cat,2017-10-26 13:11:38
dog,2017-10-26 17:22:00
bird,2017-10-27 13:05:00
bird,2017-10-28 11:00:00
dog,2017-10-28 14:35:00
bat,2017-10-28 15:32:08
dog,2017-10-29 11:21:00
cat,2017-10-29 18:25:00
dog,2017-10-29 19:17:00
dog,2017-10-30 15:44:00
dog,2017-10-31 14:44:00
dog,2017-11-01 11:35:00
dog,2017-11-01 13:43:00
dog,2017-11-02 13:07:00
dog,2017-11-03 12:19:00
dog,2017-11-03 13:27:00
dog,2017-11-03 23:20:00
dog,2017-11-03 23:24:00
bird,2017-11-04 12:33:00
opossum,2017-11-04 13:44:00
dog,2017-11-04 14:12:00
dog,2017-11-05 07:41:00
cat,2017-11-06 11:17:00
dog,2017-11-06 22:19:00
dog,2017-11-07 12:46:00
dog,2017-11-08 11:45:00
cat,2017-11-08 13:16:00
dog,2017-11-10 06:38:00
dog,2017-11-11 09:17:00
bird,2017-11-18 02:39:00
dog,2017-11-21 15:56:00
dog,2017-11-23 12:39:00
raccoon,2017-12-03 04:09:00
dog,2017-12-03 14:00:00
bat,2017-12-13 20:21:00
dog,2017-12-15 15:01:00
dog,2017-12-16 01:07:00
dog,2017-12-16 10:51:00
dog,2017-12-19 13:15:00
cat,2017-12-20 02:47:00
rooster,2017-12-23 07:40:00
fly,2017-12-23 09:33:00
dog,2017-12-23 14:36:00
dog,2017-12-23 19:33:00
bird,2017-12-26 12:55:00
turkey,2017-12-27 03:56:00
raccoon,2017-12-27 11:53:00
dog,2017-12-27 12:29:00
cat,2017-12-28 05:25:00
dog,2017-12-28 11:55:00
bird,2017-12-29 03:48:00
bird,2017-12-29 07:31:00
cat,2017-12-29 10:06:00
dog,2017-12-29 10:09:00
dog,2017-12-30 05:19:00
fly,2017-12-31 05:31:00
dog,2017-12-31 09:35:00
dog,2018-01-04 05:29:00
dog,2018-01-07 13:07:00
bird,2018-01-09 11:35:00
bat,2018-01-09 15:04:00
dog,2018-01-10 17:37:00
dog,2018-01-11 11:53:00
dog,2018-01-11 19:57:00
dog,2018-01-13 13:35:00
dog,2018-01-14 10:14:00
bird,2018-01-15 03:55:00
goose,2018-01-15 10:08:00
dog,2018-01-19 17:19:00
dog,2018-01-20 02:18:00
cat,2018-01-20 12:19:00
dog,2018-01-21 09:19:00
cat,2018-01-23 11:13:00
dog,2018-01-24 01:23:00
dog,2018-01-25 01:08:00
dog,2018-01-26 16:44:00
raccoon,2018-01-27 09:27:00
dog,2018-01-31 11:18:00
cat,2018-01-31 11:28:00
dog,2018-01-31 17:39:00
dog,2018-02-01 12:59:00
dog,2018-02-01 20:14:00
opossum,2018-02-03 06:08:00
dog,2018-02-03 08:13:00
goose,2018-02-04 05:17:00
dog,2018-02-04 06:44:00
turkey,2018-02-06 02:55:00
dog,2018-02-06 13:38:00
dog,2018-02-06 17:39:00
dog,2018-02-10 01:07:00
cat,2018-02-10 06:06:00
dog,2018-02-10 06:32:00
cat,2018-02-10 07:15:00
dog,2018-02-10 11:33:00
dog,2018-02-11 11:39:00
dog,2018-02-13 10:58:00
squirrel,2018-02-14 11:15:00
dog,2018-02-19 02:10:00
dog,2018-02-19 06:41:00
dog,2018-02-21 07:32:00
raccoon,2018-02-24 10:52:00
dog,2018-02-25 09:22:00
turkey,2018-02-26 12:12:00
dog,2018-02-27 11:40:00
dog,2018-02-27 12:06:00
hamster,2018-02-28 14:36:00
dog,2018-03-03 07:04:00
dog,2018-03-03 13:33:00
dog,2018-03-03 18:47:00
dog,2018-03-04 19:01:00
dog,2018-03-05 15:10:00
dog,2018-03-12 13:16:00
bird,2018-03-12 14:31:00
dog,2018-03-18 16:32:00
dog,2018-03-18 17:20:00
dog,2018-03-21 18:55:00
dog,2018-03-22 14:06:00
dog,2018-03-25 06:09:00
dog,2018-03-25 06:11:00
dog,2018-03-31 09:46:00
dog,2018-04-01 15:48:00
dog,2018-04-02 12:18:00
owl,2018-04-07 04:39:00
dog,2018-04-07 16:41:00
dog,2018-04-09 14:47:00
dog,2018-04-11 06:54:00
dog,2018-04-17 06:44:00
dog,2018-04-17 13:46:00
cat,2018-04-17 16:33:00
dog,2018-04-18 01:43:00
dog,2018-04-21 18:08:00
dog,2018-04-22 10:03:00
squirrel,2018-05-03 15:32:00
raccoon,2018-05-04 10:56:00
bat,2018-05-18 18:54:00
bat,2018-05-30 18:54:00
bird,2018-06-05 13:02:00
dog,2018-06-07 16:39:00
duck,2018-06-08 10:30:00
raccoon,2018-06-08 14:44:00
dog,2018-06-13 13:20:00
squirrel,2018-06-15 12:19:00
raccoon,2018-06-16 06:29:00
bat,2018-06-16 14:54:00
dog,2018-06-16 22:02:00
hawk,2018-06-17 03:14:00
squirrel,2018-06-17 04:41:00
deer,2018-06-17 06:55:00
squirrel,2018-06-17 13:27:00
dog,2018-06-17 14:30:00
squirrel,2018-06-17 15:38:00
squirrel,2018-06-19 16:51:00
cat,2018-06-19 17:57:02
bird,2018-06-20 04:07:00
dog,2018-06-20 13:22:00
bird,2018-06-20 14:00:00
hawk,2018-06-20 16:28:00
bat,2018-06-20 18:34:00
bat,2018-06-21 03:20:00
bird,2018-06-21 03:49:00
dog,2018-06-23 15:57:00
dog,2018-06-24 18:07:00
dog,2018-07-05 13:19:00
raccoon,2018-07-06 13:45:00
dog,2018-07-08 18:02:00
bird,2018-07-10 15:33:00
squirrel,2018-07-12 15:43:46
dog,2018-07-24 14:32:00
bird,2018-07-27 14:09:00
bird,2018-07-28 09:46:00
dog,2018-07-28 16:34:00
dog,2018-07-30 16:25:00
bird,2018-08-04 16:12:00
dog,2018-08-04 16:32:00
bat,2018-08-09 17:02:00
bird,2018-08-10 09:57:00
dog,2018-08-10 15:57:00
bat,2018-08-10 22:22:00
cat,2018-08-14 17:44:00
dog,2018-08-15 16:34:00
bat,2018-08-15 16:41:00
dog,2018-08-16 05:19:00
goose,2018-08-16 13:39:00
dog,2018-08-17 07:08:00
bird,2018-08-17 07:51:00
dog,2018-08-17 13:37:00
cat,2018-08-17 15:09:00
bat,2018-08-18 04:47:00
squirrel,2018-08-18 06:17:00
squirrel,2018-08-18 08:54:00
bat,2018-08-18 16:19:00
dog,2018-08-19 04:35:00
dog,2018-08-19 08:30:00
dog,2018-08-19 15:55:00
dog,2018-08-19 20:11:00
bat,2018-08-20 06:45:00
bird,2018-08-20 12:20:00
raccoon,2018-08-21 15:30:00
dog,2018-08-23 14:18:00
snake,2018-08-24 13:07:00
dog,2018-08-25 16:06:00
dog,2018-08-26 11:57:00
bird,2018-08-27 10:07:00
bird,2018-08-27 12:03:00
squirrel,2018-08-29 14:17:00
dog,2018-08-30 13:29:00
dog,2018-08-30 15:03:00
dog,2018-08-31 09:41:00
dog,2018-08-31 11:04:00
cat,2018-09-01 07:28:00
dog,2018-09-01 12:34:00
dog,2018-09-02 13:45:00
squirrel,2018-09-02 13:48:00
possum,2018-09-04 09:18:00
dog,2018-09-06 10:03:00
fly,2018-09-13 04:07:00
bird,2018-09-13 14:22:00
cat,2018-09-13 23:43:00
dog,2018-09-29 16:02:25
dog,2018-10-02 14:58:00
bird,2018-10-08 09:45:00
raccoon,2018-10-15 13:48:00
dog,2018-10-17 15:18:01
dog,2018-10-23 18:43:46
dog,2018-10-23 18:51:00
dog,2018-10-26 14:41:00
bird,2018-10-29 14:55:00
dog,2018-10-30 14:44:00
bat,2018-10-30 18:31:00
dog,2018-11-03 16:47:00
dog,2018-11-04 06:47:00
dog,2018-11-08 20:56:00
bird,2018-11-10 10:13:00
dog,2018-11-10 13:34:00
cat,2018-11-11 09:13:00
bat,2018-11-11 09:34:00
cat,2018-11-22 04:39:00
dog,2018-11-22 05:59:00
dog,2018-11-22 12:00:00
dog,2018-11-22 15:06:00
bird,2018-11-23 01:08:00
dog,2018-11-24 04:19:00
dog,2018-11-26 01:57:00
dog,2018-11-26 13:50:00
dog,2018-11-28 11:37:00
dog,2018-11-30 01:42:00
dog,2018-12-01 05:01:00
dog,2018-12-02 02:14:00
raccoon,2018-12-04 13:26:00
dog,2018-12-04 15:43:32
dog,2018-12-06 11:17:00
dog,2018-12-06 16:05:00
dog,2018-12-07 11:14:00
cat,2018-12-08 14:51:00
cat,2018-12-08 16:38:00
dog,2018-12-10 14:14:00
bird,2018-12-12 08:35:00
bird,2018-12-12 08:35:00
bird,2018-12-14 12:08:00
hawk,2018-12-14 14:49:00
squirrel,2018-12-15 04:37:00
dog,2018-12-15 08:39:00
dog,2018-12-16 06:00:00
hawk,2018-12-19 15:19:00
dog,2018-12-21 11:41:00
dog,2018-12-21 13:07:00
bat,2018-12-21 14:54:00
dog,2018-12-22 05:14:00
dog,2018-12-22 05:31:00
dog,2018-12-22 06:21:00
dog,2018-12-22 11:16:00
cat,2018-12-22 16:58:00
dog,2018-12-23 06:26:00
dog,2018-12-24 15:59:00
dog,2018-12-24 16:26:00
dog,2018-12-24 17:18:00
dog,2018-12-24 17:41:00
hawk,2018-12-25 08:19:00
cat,2018-12-25 08:48:00
snake,2018-12-25 18:01:00
dog,2018-12-26 16:10:00
dog,2018-12-29 04:58:00
dog,2018-12-29 06:26:00
dog,2018-12-29 15:53:00
cat,2018-12-30 05:37:00
dog,2019-01-04 10:58:00
dog,2019-01-05 05:34:00
dog,2019-01-05 15:14:00
hawk,2019-01-06 11:13:00
dog,2019-01-07 13:05:00
dog,2019-01-08 12:27:00
dog,2019-01-08 13:35:00
rabbit,2019-01-08 14:18:00
dog,2019-01-08 16:47:00
bird,2019-01-09 11:10:00
dog,2019-01-10 02:06:00
turkey,2019-01-10 11:40:00
bird,2019-01-10 12:35:00
dog,2019-01-10 16:13:00
dog,2019-01-10 18:32:00
cat,2019-01-12 08:02:00
cat,2019-01-12 08:54:00
dog,2019-01-13 03:59:00
dog,2019-01-15 08:21:00
dog,2019-01-15 08:35:00
dog,2019-01-15 08:53:00
raccoon,2019-01-18 02:08:00
dog,2019-01-18 09:12:00
dog,2019-01-19 10:56:00
bird,2019-01-20 09:32:00
goose,2019-01-21 01:42:00
dog,2019-01-22 14:01:00
hawk,2019-01-23 02:09:00
coyote,2019-01-23 11:21:00
dog,2019-01-24 15:04:00
dog,2019-01-24 17:13:00
dog,2019-01-26 05:27:00
raccoon,2019-01-26 05:58:00
cat,2019-01-26 06:25:00
dog,2019-01-27 11:53:00
dog,2019-01-27 12:21:00
raccoon,2019-01-27 13:08:00
dog,2019-01-29 10:36:00
raccoon,2019-01-29 16:39:00
dog,2019-01-30 16:31:00
cat,2019-01-31 09:16:00
bird,2019-01-31 10:58:00
bat,2019-02-04 13:35:00
raccoon,2019-02-05 02:37:00
dog,2019-02-05 19:40:00
dog,2019-02-08 02:10:00
dog,2019-02-08 02:56:00
dog,2019-02-08 13:27:00
bat,2019-02-09 06:14:00
dog,2019-02-09 08:02:00
bird,2019-02-09 11:27:00
hawk,2019-02-10 08:21:00
dog,2019-02-10 12:43:00
dog,2019-02-10 14:42:00
dog,2019-02-10 14:45:00
hawk,2019-02-11 14:55:00
hawk,2019-02-11 15:42:00
dog,2019-02-11 17:01:00
dog,2019-02-12 02:21:00
rat,2019-02-12 08:06:00
cat,2019-02-13 12:35:00
dog,2019-02-16 11:34:00
cat,2019-02-17 07:59:00
hawk,2019-02-17 10:15:00
hawk,2019-02-17 12:22:00
skunk,2019-02-19 10:19:00
dog,2019-02-19 12:38:00
dog,2019-02-19 15:14:00
dog,2019-03-16 13:22:00
dog,2019-03-16 14:12:00
squirrel,2019-04-22 13:44:00
dog,2019-04-26 14:00:00
dog,2019-04-27 02:43:40
dog,2019-05-07 12:20:00
dog,2019-05-14 05:02:00
dog,2019-05-22 16:17:00
squirrel,2019-05-23 02:26:34
dog,2019-06-20 14:19:00
dog,2019-06-24 16:00:00
dog,2019-06-29 17:09:00
dog,2019-06-30 08:19:00
dog,2019-07-02 13:45:00
rabbit,2019-07-13 18:17:00
squirrel,2019-07-21 11:06:00
dog,2019-07-24 15:03:47
bat,2019-07-27 16:48:00
dog,2019-07-30 15:17:00
bat,2019-08-04 17:23:00
dog,2019-08-07 16:43:00
dog,2019-08-11 15:38:00
bat,2019-08-16 17:38:00
dog,2019-08-19 08:35:00
bat,2019-08-23 18:31:27
cat,2019-08-24 11:45:26
dog,2019-09-07 15:53:00
cat,2019-09-14 12:43:00
dog,2019-10-05 12:38:00
dog,2019-10-06 07:06:00
bird,2019-10-28 09:15:00
dog,2019-11-09 05:39:37
dog,2019-11-27 10:59:00
dog,2019-12-23 16:07:00
dog,2019-12-25 07:57:00
dog,2019-12-26 13:57:00
dog,2020-01-07 12:01:51
dog,2020-01-07 12:05:00
dog,2020-01-17 01:51:00
dog,2020-01-18 19:02:39
dog,2020-02-15 15:14:00
dog,2020-02-15 15:51:12
bird,2020-02-17 08:20:00
dog,2020-03-11 13:28:00
dog,2020-03-15 14:56:00
squirrel,2020-05-04 11:37:00
dog,2020-05-13 15:15:17
dog,2020-05-17 14:15:00
dog,2020-05-21 12:54:00
cat,2020-05-22 14:17:00
dog,2020-05-23 07:02:00
dog,2020-05-30 15:39:50
dog,2020-05-31 11:46:55
dog,2020-06-12 15:34:00
bird,2020-06-21 12:11:00
turtle,2020-06-23 07:32:00
bird,2020-06-23 16:20:00
raccoon,2020-06-24 04:54:00
bird,2020-06-27 09:54:19
fly,2020-07-11 15:40:00
dog,2020-07-13 08:30:29
bird,2020-07-23 13:49:00
dog,2020-08-08 08:15:00
dog,2020-08-21 17:16:00
dog,2020-08-24 15:38:00
bird,2020-08-27 14:00:00
bird,2020-09-11 02:19:00
dog,2020-09-13 08:11:00
raccoon,2020-09-21 01:19:00
bird,2020-10-03 09:55:00
squirrel,2020-10-04 03:22:00
dog,2020-10-18 14:49:00
squirrel,2020-10-23 12:56:00
rabbit,2020-10-24 04:32:00
dog,2020-10-24 05:44:00
raccoon,2020-10-24 07:36:00
cat,2020-10-24 17:48:00
cat,2020-10-25 09:22:00
dog,2020-10-25 15:28:00
dog,2020-10-25 15:50:00
raccoon,2020-10-26 03:27:00
dog,2020-10-26 11:25:00
goose,2020-10-26 12:25:00
bird,2020-10-26 12:52:00
rabbit,2020-10-26 13:26:00
bird,2020-10-26 19:44:00
dog,2020-10-27 08:17:00
hawk,2020-10-27 10:58:00
bird,2020-10-28 13:06:00
cat,2020-10-29 06:03:00
dog,2020-10-29 14:24:00
bird,2020-10-31 12:03:00
hawk,2020-11-02 05:03:00
dog,2020-11-02 10:37:00
raccoon,2020-11-03 05:27:00
skunk,2020-11-03 17:25:00
squirrel,2020-11-04 16:03:00
dog,2020-11-05 10:47:11
dog,2020-11-05 11:47:00
dog,2020-11-05 12:28:00
squirrel,2020-11-05 15:02:00
dog,2020-11-06 03:02:00
dog,2020-11-06 03:10:00
cat,2020-11-07 04:26:00
bat,2020-11-07 14:52:00
